Nombre,Equipo,Liga,Fecha Fichaje,Contrato Hasta,Fecha Nacimiento,Lugar Nacimiento,Nacionalidad,Altura,Posición,Selección,Partidos Internacionales,Goles,Valor Mercado,Última Revisión,Pie,Agente,Proveedor
Christian Borrego,Racing Ferrol,2ª División,03/07/2024,30/06/2025,05/10/1996 (28),Madrid,España,"1,70 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,24/06/2024,Derecho,Emartsoccer,Proveedor no encontrado
Álvaro Giménez,Racing Ferrol,2ª División,25/07/2023,30/06/2025,19/05/1991 (33),Elche,España,"1,83 m",Delantero centro,Selección no encontrada,1,0,500 mil €,24/06/2024,Izquierdo,JV SPORTS,Proveedor no encontrado
Juan Pérez,SD Huesca,2ª División,20/01/2023,30/06/2026,15/07/1996 (28),Almudévar,España,"1,91 m",Portero,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,600 mil €,24/06/2024,Derecho,Bahía Internacional,Proveedor no encontrado
Dani Jiménez,SD Huesca,2ª División,01/07/2024,30/06/2027,05/03/1990 (34),Lebrija,España,"1,79 m",Portero,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,300 mil €,24/06/2024,Derecho,Identity Sports,Proveedor no encontrado
Jorge Pulido,SD Huesca,2ª División,07/07/2017,30/06/2026,08/04/1991 (33),Talavera de la Reina,España,"1,86 m",Defensa central,Selección no encontrada,4,0,800 mil €,24/06/2024,Derecho,YOU FIRST,Proveedor no encontrado
Jérémy Blasco,SD Huesca,2ª División,08/07/2022,30/06/2025,12/02/1999 (25),Bayonne,Francia,"1,85 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,700 mil €,14/10/2024,Pie no encontrado,NexSt11,Proveedor no encontrado
Rubén Pulido,SD Huesca,2ª División,29/08/2022,30/06/2025,02/09/2000 (24),Madrid,España,"1,84 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,600 mil €,24/06/2024,Derecho,YOU FIRST,Proveedor no encontrado
Ignasi Vilarrasa,SD Huesca,2ª División,05/07/2022,30/06/2025,23/08/1999 (25),Granollers,España,"1,83 m",Lateral izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"1,00 mill. €",14/10/2024,Izquierdo,MSSports,Proveedor no encontrado
Jordi Martín,SD Huesca,2ª División,29/08/2024,30/06/2026,05/01/2001 (23),Madrid,España,"1,76 m",Lateral izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,800 mil €,14/10/2024,Izquierdo,Antonio López ...,adidas
Miguel Loureiro,SD Huesca,2ª División,03/07/2023,30/06/2025,21/11/1996 (27),Cerceda,España,"1,82 m",Lateral derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"1,00 mill. €",24/06/2024,Derecho,Eugenio Botas ...,Proveedor no encontrado
Toni Abad,SD Huesca,2ª División,04/07/2024,30/06/2026,03/11/1996 (27),Valencia,España,"1,74 m",Lateral derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,600 mil €,24/06/2024,Derecho,Wasserman,Proveedor no encontrado
Óscar Sielva,SD Huesca,2ª División,01/07/2023,30/06/2026,06/08/1991 (33),Olot,España,"1,80 m",Mediocentro,Selección no encontrada,15,2,900 mil €,24/06/2024,Derecho,IGdreamsfootball,Proveedor no encontrado
Javi Mier,SD Huesca,2ª División,02/09/2023,30/06/2025,04/02/1999 (25),Oviedo,España,"1,76 m",Mediocentro,Selección no encontrada,1,0,600 mil €,24/06/2024,Derecho,Best of You,Proveedor no encontrado
Iker Kortajarena,SD Huesca,2ª División,01/07/2023,30/06/2025,21/06/2000 (24),Oiartzun,España,"1,82 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,600 mil €,14/10/2024,Izquierdo,Agente no encontrado,Proveedor no encontrado
Javi Pérez,SD Huesca,2ª División,31/07/2024,30/06/2025,14/08/1995 (29),Cabanillas del Campo,España,"1,85 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,14/10/2024,Derecho,JV SPORTS,Proveedor no encontrado
Javi Hernández,SD Huesca,2ª División,13/08/2024,30/06/2025,30/01/2004 (20),Barcelona,España,Altura no encontrada,Mediocentro ofensivo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,24/06/2024,Izquierdo,CAA Base Ltd,Proveedor no encontrado
Hugo Vallejo,SD Huesca,2ª División,01/09/2023,30/06/2025,15/02/2000 (24),Granada,España,"1,81 m",Extremo izquierdo,Selección no encontrada,0,0,500 mil €,24/06/2024,Derecho,CAA Stellar,Proveedor no encontrado
Joaquín Muñoz,SD Huesca,2ª División,04/07/2019,30/06/2025,10/03/1999 (25),Málaga,España,"1,72 m",Extremo derecho,Selección no encontrada,0,0,"1,00 mill. €",14/10/2024,Ambidiestro,JV SPORTS,Nike
Gerard Valentín,SD Huesca,2ª División,27/01/2022,30/06/2026,28/07/1993 (31),Avinyonet de ...,España,"1,77 m",Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,900 mil €,14/10/2024,Derecho,Promoesport,Proveedor no encontrado
Patrick Soko,SD Huesca,2ª División,01/07/2022,30/06/2025,31/10/1997 (26),Douala,Camerún,"1,76 m",Extremo derecho,Camerún,0,0,700 mil €,14/10/2024,Derecho,Sports&Life,Proveedor no encontrado
Iker Unzueta,SD Huesca,2ª División,28/08/2024,30/06/2026,04/08/1998 (26),Abadiño,España,"1,84 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,14/10/2024,Derecho,Emartsoccer,Proveedor no encontrado
Sergi Enrich,SD Huesca,2ª División,15/08/2024,30/06/2025,26/02/1990 (34),Ciutadella de ...,España,"1,83 m",Delantero centro,Selección no encontrada,2,0,300 mil €,24/06/2024,Derecho,Emartsoccer,Proveedor no encontrado
Dani Martín,CD Eldense,2ª División,15/07/2024,30/06/2025,08/07/1998 (26),Gijón,España,"1,87 m",Portero,Selección no encontrada,3,0,600 mil €,14/10/2024,Derecho,Bahía Internacional,Proveedor no encontrado
Ian Mackay,CD Eldense,2ª División,Fecha de fichaje no encontrada,Contrato no encontrado,14/07/1986 (38),Lugar de nacimiento no encontrado,España,"1,81 m",Portero,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,100 mil €,24/06/2024,Derecho,Emartsoccer,Proveedor no encontrado
Dario Dumic,CD Eldense,2ª División,10/08/2023,30/06/2025,30/01/1992 (32),Sarajevo,Bosnia y Herzegovina,"1,93 m",Defensa central,Selección no encontrada,5,1,500 mil €,24/06/2024,Derecho,People In Sport,Proveedor no encontrado
Piña,CD Eldense,2ª División,18/07/2023,30/06/2025,30/10/1994 (29),Murchante (Navarra),España,"1,88 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,300 mil €,24/06/2024,Derecho,JV SPORTS,Proveedor no encontrado
Nacho Monsalve,CD Eldense,2ª División,04/01/2024,30/06/2025,27/04/1994 (30),Madrid,España,"1,88 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,24/06/2024,Ambidiestro,MESAS SPORT,Proveedor no encontrado
Ricardo Grigore,CD Eldense,2ª División,07/08/2024,30/06/2025,07/04/1999 (25),Bukarest,Rumania,"1,92 m",Defensa central,Selección no encontrada,2,0,200 mil €,05/06/2024,Izquierdo,Nono lora,Proveedor no encontrado
Marc Mateu,CD Eldense,2ª División,25/07/2023,30/06/2025,16/06/1990 (34),Valencia,España,"1,80 m",Lateral izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,700 mil €,24/06/2024,Izquierdo,Sports and ...,Proveedor no encontrado
Iván Martos,CD Eldense,2ª División,21/08/2024,30/06/2025,15/05/1997 (27),Manresa,España,"1,83 m",Lateral izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,24/06/2024,Izquierdo,Agente no encontrado,Proveedor no encontrado
Víctor García,Málaga CF,2ª División,07/08/2023,30/06/2025,31/05/1994 (30),Requena,España,"1,80 m",Lateral izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,300 mil €,14/10/2024,Izquierdo,Phsport,Proveedor no encontrado
Fran Gámez,CD Eldense,2ª División,01/07/2024,30/06/2026,27/07/1991 (33),Puerto de Sagunto,España,"1,74 m",Lateral derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,24/06/2024,Derecho,PROTIO SPORT,Proveedor no encontrado
David Timor,CD Eldense,2ª División,12/07/2023,30/06/2025,17/10/1989 (35),Carcaixent,España,"1,85 m",Pivote,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,24/06/2024,Izquierdo,Pedro Bravo - ...,Proveedor no encontrado
Youness Lachhab,CD Eldense,2ª División,14/07/2023,30/06/2025,23/04/1999 (25),El Palmar,Marruecos,"1,92 m",Pivote,Selección no encontrada,0,0,200 mil €,24/06/2024,Pie no encontrado,Identity Sports,Proveedor no encontrado
Sergio Ortuño,CD Eldense,2ª División,08/07/2023,30/06/2025,02/03/1999 (25),Elda,España,Altura no encontrada,Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"1,00 mill. €",24/06/2024,Derecho,#LEADERS,Proveedor no encontrado
Víctor Camarasa,CD Eldense,2ª División,10/07/2024,30/06/2025,28/05/1994 (30),Meliana,España,"1,83 m",Mediocentro,Selección no encontrada,4,0,800 mil €,24/06/2024,Derecho,Promoesport,Proveedor no encontrado
Álex Bernal,CD Eldense,2ª División,16/01/2023,30/06/2025,03/03/1991 (33),Sevilla,España,"1,75 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,100 mil €,24/06/2024,Derecho,Aclama,Proveedor no encontrado
Chico Geraldes,CD Eldense,2ª División,30/08/2024,30/06/2025,18/04/1995 (29),Lisboa,Portugal,"1,75 m",Mediocentro ofensivo,Selección no encontrada,2,0,"1,50 mill. €",14/10/2024,Ambidiestro,AXISFUT,adidas
Nacho Quintana,CD Eldense,2ª División,01/07/2024,30/06/2026,23/02/2001 (23),Seseña,España,"1,78 m",Mediocentro ofensivo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,14/10/2024,Derecho,Antonio López ...,Proveedor no encontrado
Christian Montes,CD Eldense,2ª División,01/07/2022,30/06/2026,10/08/1997 (27),Santa Cruz de ...,España,"1,63 m",Mediocentro ofensivo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,24/06/2024,Izquierdo,Balance ...,Proveedor no encontrado
Simo Bouzaidi,CD Eldense,2ª División,01/07/2024,30/06/2026,16/11/1999 (24),Olot,Marruecos,"1,71 m",Extremo izquierdo,Selección no encontrada,5,1,300 mil €,24/06/2024,Derecho,Promoesport,Nike
Joel Jorquera,CD Eldense,2ª División,11/01/2023,30/06/2026,19/08/2000 (24),Castelldefels,España,"1,71 m",Extremo izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,24/06/2024,Pie no encontrado,Identity Sports,Proveedor no encontrado
Ivan Chapela,CD Eldense,2ª División,09/07/2023,30/06/2025,21/05/1999 (25),Chiclana de la ...,España,"1,81 m",Extremo derecho,Selección no encontrada,2,0,"1,20 mill. €",24/06/2024,Pie no encontrado,JV SPORTS,Proveedor no encontrado
Unai Ropero,CD Eldense,2ª División,02/07/2024,30/06/2025,20/11/2001 (22),Vitoria-Gasteiz,España,"1,88 m",Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,24/06/2024,Derecho,Joseba Diaz,Proveedor no encontrado
Juanto Ortuño,CD Eldense,2ª División,01/07/2022,30/06/2026,11/02/1992 (32),Yecla,España,"1,77 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,24/06/2024,Derecho,José Vicente ...,Proveedor no encontrado
Alan Godoy,CD Eldense,2ª División,14/07/2024,30/06/2027,04/05/2003 (21),Las Palmas,España,"1,78 m",Delantero centro,Selección no encontrada,8,2,300 mil €,14/10/2024,Derecho,Gesport Espizua SL,adidas
Sixtus Ogbuehi,CD Eldense,2ª División,08/07/2024,30/06/2027,15/03/2003 (21),Owerri,Nigeria,"1,92 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,100 mil €,14/10/2024,Pie no encontrado,PINTEX SPORTS AGENCY,Proveedor no encontrado
Gonzalo Crettaz,CD Castellón,2ª División,07/07/2023,30/06/2025,28/02/2000 (24),Buenos Aires,Argentina,"1,84 m",Portero,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,700 mil €,14/10/2024,Derecho,Agente no encontrado,Proveedor no encontrado
Amir Abedzadeh,CD Castellón,2ª División,16/07/2024,30/06/2025,26/04/1993 (31),Tehran,Irán,"1,86 m",Portero,Selección no encontrada,11,0,600 mil €,20/06/2024,Derecho,Agente no encontrado,Proveedor no encontrado
Brian Schwake,CD Castellón,2ª División,04/08/2023,30/06/2025,24/08/2001 (23),"Mount Prospect, ...",Estados Unidos,"1,89 m",Portero,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,24/06/2024,Derecho,Nordic Sky,Proveedor no encontrado
Daijiro Chirino,CD Castellón,2ª División,31/08/2023,30/06/2028,24/01/2002 (22),Zwolle,Curazao,"1,85 m",Defensa central,Selección no encontrada,0,0,600 mil €,14/10/2024,Derecho,Joes Blakborn,Proveedor no encontrado
Óscar Gil,CD Castellón,2ª División,30/07/2022,30/06/2025,14/06/1995 (29),Peralta/Azkoien,España,"1,84 m",Defensa central,Selección no encontrada,5,2,300 mil €,24/06/2024,Derecho,Be Loyal by Ginés ...,Proveedor no encontrado
Alberto Jiménez,CD Castellón,2ª División,01/07/2023,30/06/2026,15/11/1992 (31),La Oliva ...,España,"1,86 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,14/10/2024,Derecho,Agente no encontrado,Proveedor no encontrado
Jetro Willems,CD Castellón,2ª División,25/07/2024,30/06/2025,30/03/1994 (30),Willemstad,Países Bajos,"1,77 m",Lateral izquierdo,Selección no encontrada,22,0,400 mil €,31/05/2024,Izquierdo,H2 Agency,Nike
Salva Ruiz,CD Castellón,2ª División,25/07/2021,30/06/2026,17/05/1995 (29),Albal,España,"1,77 m",Lateral izquierdo,Selección no encontrada,4,0,400 mil €,24/06/2024,Izquierdo,WAKAI SPORTS,Proveedor no encontrado
Jozhua Vertrouwd,CD Castellón,2ª División,28/08/2023,30/06/2026,21/08/2004 (20),Amsterdam,Países Bajos,"1,87 m",Lateral izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,300 mil €,14/10/2024,Izquierdo,Joes Blakborn,Proveedor no encontrado
Thomas van den Belt,CD Castellón,2ª División,01/08/2024,30/06/2025,18/06/2001 (23),Zwolle,Países Bajos,"1,81 m",Pivote,Selección no encontrada,2,0,"1,80 mill. €",31/05/2024,Derecho,SeiSei Football,Proveedor no encontrado
Josep Calavera,CD Castellón,2ª División,30/07/2022,30/06/2025,02/10/1999 (25),Cabra del Camp,España,"1,81 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,24/06/2024,Derecho,IGdreamsfootball,Proveedor no encontrado
Dani Villahermosa,CD Castellón,2ª División,19/07/2023,30/06/2025,02/01/2001 (23),Barcelona,España,"1,72 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,300 mil €,24/06/2024,Derecho,YOU FIRST,Puma
Albert Lottin,CD Castellón,2ª División,21/02/2024,30/06/2027,29/08/2001 (23),Paris,Francia,"1,81 m",Mediocentro,Selección no encontrada,1,1,200 mil €,14/10/2024,Derecho,PURE,Proveedor no encontrado
Mats Seuntjens,CD Castellón,2ª División,15/07/2024,30/06/2025,17/04/1992 (32),Breda,Países Bajos,"1,87 m",Mediocentro ofensivo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,800 mil €,14/10/2024,Derecho,HCM Sports ...,Proveedor no encontrado
Israel Suero,CD Castellón,2ª División,31/01/2023,30/06/2025,12/04/1994 (30),Madrid,España,"1,72 m",Mediocentro ofensivo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,24/06/2024,Izquierdo,DLT Sports Group,Proveedor no encontrado
Sergio Moyita,CD Castellón,2ª División,21/07/2023,30/06/2025,11/09/1992 (32),Osuna (Sevilla),España,"1,74 m",Mediocentro ofensivo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,24/06/2024,Pie no encontrado,MESAS SPORT,Proveedor no encontrado
Raúl Sánchez,CD Castellón,2ª División,25/08/2022,30/06/2027,08/11/1997 (26),Madrid,España,"1,88 m",Extremo izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,24/06/2024,Izquierdo,Universal Sport,Proveedor no encontrado
Brian Cipenga,CD Castellón,2ª División,06/07/2024,30/06/2026,11/03/1998 (26),Kinshasa,RD del Congo,"1,72 m",Extremo izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,14/10/2024,Derecho,MadeinFootball,Proveedor no encontrado
Douglas Aurélio,CD Castellón,2ª División,23/01/2024,30/06/2025,27/03/1999 (25),Teófilo Otoni (MG),Brasil,"1,83 m",Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,800 mil €,24/06/2024,Izquierdo,Invictus Team,Proveedor no encontrado
Kenneth Mamah,CD Castellón,2ª División,10/07/2024,30/06/2027,05/05/1998 (26),Enugu,Nigeria,"1,82 m",Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,700 mil €,14/10/2024,Derecho,CAA Base Ltd,Proveedor no encontrado
Álex Calatrava,CD Castellón,2ª División,11/07/2024,30/06/2028,22/06/2000 (24),Barcelona,España,"1,75 m",Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,14/10/2024,Izquierdo,Universal Football,Proveedor no encontrado
Ousmane Camara,CD Castellón,2ª División,28/08/2024,30/06/2027,03/11/2001 (22),Conakry,Guinea,"1,76 m",Delantero centro,Guinea U23,5,0,700 mil €,11/06/2024,Izquierdo,Wasserman,Proveedor no encontrado
Jesús de Miguel,CD Castellón,2ª División,31/01/2023,30/06/2026,21/09/1996 (28),Madrid,España,"1,89 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,600 mil €,24/06/2024,Pie no encontrado,Agente no encontrado,Proveedor no encontrado
David Flakus Bosilj,CD Castellón,2ª División,21/08/2024,30/06/2026,01/02/2002 (22),Maribor,Eslovenia,"1,85 m",Delantero centro,Eslovenia U21,15,4,400 mil €,10/06/2024,Derecho,AK10 STARS,Proveedor no encontrado
Pablo Cuñat,FC Cartagena,2ª División,09/07/2024,30/06/2025,28/04/2002 (22),València,España,"1,88 m",Portero,España S21,6,0,800 mil €,24/06/2024,Izquierdo,InterStarDeporte,Proveedor no encontrado
Toni Fuidias,FC Cartagena,2ª División,10/07/2024,30/06/2025,15/04/2001 (23),Berga,España,"1,95 m",Portero,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,300 mil €,07/06/2024,Derecho,Miembro de su familia,Proveedor no encontrado
Nikola Sipcic,FC Cartagena,2ª División,07/07/2024,30/06/2025,17/05/1995 (29),Priboj,Montenegro,"1,92 m",Defensa central,Montenegro,7,0,600 mil €,24/06/2024,Derecho,MIV GESTFUT,Proveedor no encontrado
Jorge Moreno,FC Cartagena,2ª División,24/07/2024,30/06/2025,25/07/2001 (23),Madrid,España,"1,84 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,24/06/2024,Derecho,RGFOOTBALL,Proveedor no encontrado
Pedro Alcalá,FC Cartagena,2ª División,03/08/2021,30/06/2026,19/03/1989 (35),Mazarrón,España,"1,96 m",Defensa central,Selección no encontrada,2,0,300 mil €,24/06/2024,Derecho,JV SPORTS,Proveedor no encontrado
Gonzalo Verdú,FC Cartagena,2ª División,10/07/2023,30/06/2025,21/10/1988 (35),Cartagena,España,"1,85 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,24/06/2024,Derecho,RGFOOTBALL,Proveedor no encontrado
Kiko Olivas,FC Cartagena,2ª División,20/07/2022,30/06/2025,21/08/1988 (36),Antequera,España,"1,84 m",Defensa central,Selección no encontrada,4,0,200 mil €,24/06/2024,Derecho,YOU FIRST,Proveedor no encontrado
Andrija Vukcevic,FC Cartagena,2ª División,17/07/2024,30/06/2025,11/10/1996 (28),Podgorica,Montenegro,"1,80 m",Lateral izquierdo,Montenegro,11,0,"1,00 mill. €",14/06/2024,Izquierdo,Igor Gluscevic,Proveedor no encontrado
José Ríos Reina,FC Cartagena,2ª División,01/07/2024,30/06/2025,10/05/1990 (34),Sevilla,España,"1,80 m",Lateral izquierdo,Selección no encontrada,1,0,200 mil €,24/06/2024,Ambidiestro,Football Promotions ...,Proveedor no encontrado
Martín Aguirregabiria,FC Cartagena,2ª División,06/07/2024,30/06/2025,10/05/1996 (28),Vitoria,España,"1,78 m",Lateral derecho,Selección no encontrada,6,0,"1,20 mill. €",06/06/2024,Derecho,Football Promotions ...,Proveedor no encontrado
Damián Musto,FC Cartagena,2ª División,25/07/2022,30/06/2025,09/06/1987 (37),Casilda,Argentina,"1,83 m",Pivote,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,100 mil €,24/06/2024,Derecho,Proyecta Players,Proveedor no encontrado
Luis Muñoz,FC Cartagena,2ª División,18/07/2023,30/06/2025,23/02/1997 (27),Málaga,España,"1,82 m",Mediocentro,Selección no encontrada,0,0,"1,20 mill. €",24/06/2024,Derecho,Miembro de su familia,Proveedor no encontrado
Sergio Guerrero,FC Cartagena,2ª División,11/07/2024,30/06/2026,10/04/1999 (25),Alameda,España,"1,74 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,14/10/2024,Derecho,IS SPORTS AGENCY,Proveedor no encontrado
Andy Rodríguez,FC Cartagena,2ª División,03/01/2024,30/06/2025,30/01/1990 (34),Almuñécar,España,"1,85 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,100 mil €,24/06/2024,Izquierdo,Agente no encontrado,Proveedor no encontrado
Jairo Izquierdo,FC Cartagena,2ª División,08/07/2022,30/06/2026,22/10/1993 (30),Santa Cruz de ...,España,"1,65 m",Extremo izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,800 mil €,24/06/2024,Izquierdo,JV SPORTS,Proveedor no encontrado
Cedric Teguia,FC Cartagena,2ª División,01/07/2024,30/06/2026,01/10/2001 (23),Douala,España,"1,80 m",Extremo izquierdo,Selección no encontrada,5,2,500 mil €,24/06/2024,Izquierdo,Promoesport,Proveedor no encontrado
Hugo González,FC Cartagena,2ª División,25/08/2024,30/06/2025,07/02/2003 (21),Valencia,España,Altura no encontrada,Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,300 mil €,07/06/2024,Pie no encontrado,WAKAI SPORTS,Proveedor no encontrado
Pocho Román,FC Cartagena,2ª División,14/08/2024,30/06/2025,10/02/2004 (20),Buenos Aires,Italia,Altura no encontrada,Extremo derecho,Selección no encontrada,1,0,300 mil €,24/06/2024,Izquierdo,Hernan Berman,adidas
Dani Escriche,FC Cartagena,2ª División,14/08/2024,30/06/2025,24/03/1998 (26),Burriana,España,"1,78 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,800 mil €,14/10/2024,Derecho,JV SPORTS,Proveedor no encontrado
Gastón Valles,FC Cartagena,2ª División,14/08/2024,30/06/2025,10/05/2001 (23),Montevideo,Uruguay,"1,92 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,14/10/2024,Pie no encontrado,Marcelo Tejera,Proveedor no encontrado
Alfredo Ortuño,FC Cartagena,2ª División,18/07/2021,30/06/2026,21/01/1991 (33),Yecla,España,"1,84 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,14/10/2024,Izquierdo,Football Promotions ...,Proveedor no encontrado
Alfonso Herrero,Málaga CF,2ª División,01/07/2023,30/06/2026,21/04/1994 (30),Toledo,España,"1,83 m",Portero,Selección no encontrada,3,0,400 mil €,24/06/2024,Derecho,CAA Stellar,Proveedor no encontrado
Carlos López,Málaga CF,2ª División,01/07/2023,30/06/2027,13/11/2004 (19),Málaga,España,"1,84 m",Portero,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,100 mil €,14/10/2024,Derecho,CAA Base Ltd,Proveedor no encontrado
Nélson Monte,Málaga CF,2ª División,17/08/2023,30/06/2026,20/07/1995 (29),Vila do Conde,Portugal,"1,87 m",Defensa central,Selección no encontrada,3,0,500 mil €,24/06/2024,Derecho,MC Striker,Proveedor no encontrado
Einar Galilea,Málaga CF,2ª División,01/07/2023,30/06/2025,22/05/1994 (30),Vitoria-Gasteiz,España,"1,85 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,24/06/2024,Izquierdo,IDUB GLOBAL,Proveedor no encontrado
Álex Pastor,Málaga CF,2ª División,11/07/2024,30/06/2026,01/10/1999 (25),Barcelona,España,"1,85 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,300 mil €,24/06/2024,Derecho,Footfeel ISM,Proveedor no encontrado
Moussa Diarra,Málaga CF,2ª División,01/07/2023,30/06/2026,20/01/2002 (22),Bamako,Malí,"1,88 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,100 mil €,14/10/2024,Derecho,Promoesport,Proveedor no encontrado
Diego Murillo,Málaga CF,2ª División,01/08/2023,30/06/2027,14/03/2001 (23),Malagón,España,"1,82 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,100 mil €,24/06/2024,Derecho,33 Sport,Proveedor no encontrado
Dani Sánchez,Málaga CF,2ª División,11/08/2023,30/06/2025,14/01/2000 (24),Málaga,España,"1,71 m",Lateral izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,24/06/2024,Izquierdo,Sports&Life,Proveedor no encontrado
Jokin Gabilondo,Málaga CF,2ª División,01/07/2023,30/06/2025,09/04/1999 (25),Urretxu,España,"1,76 m",Lateral derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,24/06/2024,Derecho,IDUB GLOBAL,Proveedor no encontrado
Carlos Puga,Málaga CF,2ª División,01/02/2024,30/06/2026,26/11/2000 (23),Albuñol,España,"1,75 m",Lateral derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,300 mil €,14/10/2024,Derecho,YOU FIRST,Proveedor no encontrado
Luismi Sánchez,Málaga CF,2ª División,19/07/2024,30/06/2026,05/05/1992 (32),Puerto Serrano,España,"1,79 m",Pivote,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,24/06/2024,Derecho,JV SPORTS,Proveedor no encontrado
